 model_time, Volume_sub_sim_0116, Volume_sub_obs_0116, Volume_sub_sim_0178, Volume_sub_obs_0178,
    5153,    224.21,            ,    224.54,            ,
    5154,    224.20,            ,    224.53,            ,
    5155,    224.19,            ,    224.53,            ,
    5156,    224.18,            ,    224.52,            ,
    5157,    224.18,            ,    224.51,            ,
    5158,    224.17,            ,    224.50,            ,
    5159,    224.16,            ,    224.49,            ,
    5160,    224.15,            ,    224.48,            ,
    5161,    224.14,            ,    224.47,            ,
    5162,    224.13,            ,    224.47,            ,
    5163,    224.12,            ,    224.46,            ,
    5164,    224.12,            ,    224.45,            ,
    5165,    224.11,            ,    224.44,            ,
    5166,    224.10,            ,    224.43,            ,
    5167,    224.09,            ,    224.42,            ,
    5168,    224.08,            ,    224.41,            ,
    5169,    224.07,            ,    224.41,            ,
    5170,    224.06,            ,    224.40,            ,
    5171,    224.06,            ,    224.39,            ,
    5172,    224.05,            ,    224.38,            ,
    5173,    224.04,            ,    224.37,            ,
    5174,    224.03,            ,    224.36,            ,
    5175,    224.02,            ,    224.35,            ,
    5176,    224.01,            ,    224.35,            ,
    5177,    224.00,            ,    224.34,            ,
    5178,    224.00,            ,    224.33,            ,
    5179,    223.99,            ,    224.32,            ,
    5180,    223.98,            ,    224.31,            ,
    5181,    223.97,            ,    224.30,            ,
    5182,    223.96,            ,    224.29,            ,
    5183,    223.95,            ,    224.29,            ,
    5184,    223.94,            ,    224.28,            ,
    5185,    223.94,            ,    224.27,            ,
    5186,    223.93,            ,    224.26,            ,
    5187,    223.92,            ,    224.25,            ,
    5188,    223.91,            ,    224.24,            ,
    5189,    223.90,            ,    224.23,            ,
    5190,    223.89,            ,    224.22,            ,
    5191,    223.88,            ,    224.22,            ,
    5192,    223.88,            ,    224.21,            ,
    5193,    223.87,            ,    224.20,            ,
    5194,    223.86,            ,    224.19,            ,
    5195,    223.85,            ,    224.18,            ,
    5196,    223.84,            ,    224.17,            ,
    5197,    223.83,            ,    224.16,            ,
    5198,    223.82,            ,    224.16,            ,
    5199,    223.82,            ,    224.15,            ,
    5200,    223.81,            ,    224.14,            ,
    5201,    223.80,            ,    224.13,            ,
    5202,    223.79,            ,    224.12,            ,
    5203,    223.78,            ,    224.11,            ,
    5204,    223.77,            ,    224.10,            ,
    5205,    223.76,            ,    224.10,            ,
    5206,    223.76,            ,    224.09,            ,
    5207,    223.75,            ,    224.08,            ,
    5208,    223.74,            ,    224.07,            ,
    5209,    223.73,            ,    224.06,            ,
    5210,    223.72,            ,    224.05,            ,
    5211,    223.71,            ,    224.04,            ,
    5212,    223.70,            ,    224.04,            ,
    5213,    223.70,            ,    224.03,            ,
    5214,    223.69,            ,    224.02,            ,
    5215,    223.68,            ,    224.01,            ,
    5216,    223.67,            ,    224.00,            ,
    5217,    223.66,            ,    223.99,            ,
    5218,    223.65,            ,    223.98,            ,
    5219,    223.64,            ,    223.98,            ,
    5220,    223.64,            ,    223.97,            ,
    5221,    223.63,            ,    223.96,            ,
    5222,    223.62,            ,    223.95,            ,
    5223,    223.61,            ,    223.94,            ,
    5224,    223.60,            ,    223.93,            ,
    5225,    223.59,            ,    223.92,            ,
    5226,    223.58,            ,    223.92,            ,
    5227,    223.58,            ,    223.91,            ,
    5228,    223.57,            ,    223.90,            ,
    5229,    223.56,            ,    223.89,            ,
    5230,    223.55,            ,    223.88,            ,
    5231,    223.54,            ,    223.87,            ,
    5232,    223.53,            ,    223.86,            ,
    5233,    223.52,            ,    223.86,            ,
    5234,    223.52,            ,    223.85,            ,
    5235,    223.51,            ,    223.84,            ,
    5236,    223.50,            ,    223.83,            ,
    5237,    223.49,            ,    223.82,            ,
    5238,    223.48,            ,    223.81,            ,
    5239,    223.47,            ,    223.80,            ,
    5240,    223.46,            ,    223.80,            ,
    5241,    223.46,            ,    223.79,            ,
    5242,    223.45,            ,    223.78,            ,
    5243,    223.44,            ,    223.77,            ,
    5244,    223.43,            ,    223.76,            ,
    5245,    223.42,            ,    223.75,            ,
    5246,    223.41,            ,    223.74,            ,
    5247,    223.40,            ,    223.74,            ,
    5248,    223.40,            ,    223.73,            ,
    5249,    223.39,            ,    223.72,            ,
    5250,    223.38,            ,    223.71,            ,
    5251,    223.37,            ,    223.70,            ,
    5252,    223.36,            ,    223.69,            ,
    5253,    223.35,            ,    223.68,            ,
    5254,    223.34,            ,    223.68,            ,
    5255,    223.34,            ,    223.67,            ,
    5256,    223.33,            ,    223.66,            ,
    5257,    223.32,            ,    223.65,            ,
    5258,    223.31,            ,    223.64,            ,
    5259,    223.30,            ,    223.63,            ,
    5260,    223.29,            ,    223.62,            ,
    5261,    223.28,            ,    223.62,            ,
    5262,    223.28,            ,    223.61,            ,
    5263,    223.27,            ,    223.60,            ,
    5264,    223.26,            ,    223.59,            ,
    5265,    223.25,            ,    223.58,            ,
    5266,    223.24,            ,    223.57,            ,
    5267,    223.23,            ,    223.56,            ,
    5268,    223.22,            ,    223.56,            ,
    5269,    223.22,            ,    223.55,            ,
    5270,    223.21,            ,    223.54,            ,
    5271,    223.20,            ,    223.53,            ,
    5272,    223.19,            ,    223.52,            ,
    5273,    223.18,            ,    223.51,            ,
    5274,    223.17,            ,    223.50,            ,
    5275,    223.16,            ,    223.50,            ,
    5276,    223.16,            ,    223.49,            ,
    5277,    223.15,            ,    223.48,            ,
    5278,    223.15,            ,    223.48,            ,
    5279,    223.16,            ,    223.49,            ,
    5280,    223.17,            ,    223.50,            ,
    5281,    223.19,            ,    223.52,            ,
    5282,    223.20,            ,    223.53,            ,
    5283,    223.21,            ,    223.55,            ,
    5284,    223.23,            ,    223.56,            ,
    5285,    223.24,            ,    223.57,            ,
    5286,    223.26,            ,    223.59,            ,
    5287,    223.28,            ,    223.61,            ,
    5288,    223.29,            ,    223.62,            ,
    5289,    223.31,            ,    223.64,            ,
    5290,    223.33,            ,    223.66,            ,
    5291,    223.34,            ,    223.67,            ,
    5292,    223.34,            ,    223.68,            ,
    5293,    223.35,            ,    223.68,            ,
    5294,    223.36,            ,    223.70,            ,
    5295,    223.38,            ,    223.71,            ,
    5296,    223.39,            ,    223.73,            ,
    5297,    223.41,            ,    223.74,            ,
    5298,    223.43,            ,    223.77,            ,
    5299,    223.45,            ,    223.79,            ,
    5300,    223.46,            ,    223.80,            ,
    5301,    223.48,            ,    223.82,            ,
    5302,    223.50,            ,    223.84,            ,
    5303,    223.52,            ,    223.86,            ,
    5304,    223.60,            ,    223.94,            ,
    5305,    223.64,            ,    223.98,            ,
    5306,    223.67,            ,    224.01,            ,
    5307,    223.68,            ,    224.02,            ,
    5308,    223.70,            ,    224.04,            ,
    5309,    223.74,            ,    224.08,            ,
    5310,    223.79,            ,    224.13,            ,
    5311,    223.81,            ,    224.15,            ,
    5312,    223.83,            ,    224.17,            ,
    5313,    223.85,            ,    224.19,            ,
    5314,    223.89,            ,    224.23,            ,
    5315,    223.96,            ,    224.30,            ,
    5316,    224.05,            ,    224.39,            ,
    5317,    224.07,            ,    224.42,            ,
    5318,    224.10,            ,    224.45,            ,
    5319,    224.15,            ,    224.49,            ,
    5320,    224.18,            ,    224.52,            ,
    5321,    224.21,            ,    224.55,            ,
    5322,    224.25,            ,    224.59,            ,
    5323,    224.29,            ,    224.64,            ,
    5324,    224.36,            ,    224.71,            ,
    5325,    224.45,            ,    224.79,            ,
    5326,    224.47,            ,    224.81,            ,
    5327,    224.52,            ,    224.86,            ,
    5328,    224.56,            ,    224.91,            ,
    5329,    224.58,            ,    224.93,            ,
    5330,    224.60,            ,    224.94,            ,
    5331,    224.65,            ,    225.00,            ,
    5332,    224.69,            ,    225.04,            ,
    5333,    224.73,            ,    225.08,            ,
    5334,    224.77,            ,    225.12,            ,
    5335,    224.79,            ,    225.15,            ,
    5336,    224.81,            ,    225.17,            ,
    5337,    224.83,            ,    225.18,            ,
    5338,    224.86,            ,    225.21,            ,
    5339,    224.89,            ,    225.24,            ,
    5340,    224.90,            ,    225.26,            ,
    5341,    224.91,            ,    225.27,            ,
    5342,    224.96,            ,    225.32,            ,
    5343,    224.99,            ,    225.34,            ,
    5344,    225.01,            ,    225.37,            ,
    5345,    225.03,            ,    225.39,            ,
    5346,    225.07,            ,    225.42,            ,
    5347,    225.11,            ,    225.47,            ,
    5348,    225.15,            ,    225.50,            ,
    5349,    225.18,            ,    225.54,            ,
    5350,    225.20,            ,    225.55,            ,
    5351,    225.21,            ,    225.56,            ,
    5352,    225.22,            ,    225.57,            ,
    5353,    225.25,            ,    225.60,            ,
    5354,    225.28,            ,    225.64,            ,
    5355,    225.33,            ,    225.68,            ,
    5356,    225.33,            ,    225.69,            ,
    5357,    225.34,            ,    225.69,            ,
    5358,    225.41,            ,    225.77,            ,
    5359,    225.44,            ,    225.79,            ,
    5360,    225.47,            ,    225.83,            ,
    5361,    225.53,            ,    225.89,            ,
    5362,    225.59,            ,    225.94,            ,
    5363,    225.60,            ,    225.95,            ,
    5364,    225.61,            ,    225.97,            ,
    5365,    225.66,            ,    226.02,            ,
    5366,    225.69,            ,    226.05,            ,
    5367,    225.71,            ,    226.06,            ,
    5368,    225.77,            ,    226.13,            ,
    5369,    225.83,            ,    226.19,            ,
    5370,    225.85,            ,    226.20,            ,
    5371,    225.86,            ,    226.22,            ,
    5372,    225.90,            ,    226.26,            ,
    5373,    225.90,            ,    226.26,            ,
    5374,    225.90,            ,    226.26,            ,
    5375,    225.94,            ,    226.30,            ,
    5376,    225.94,            ,    226.30,            ,
    5377,    225.95,            ,    226.30,            ,
    5378,    225.95,            ,    226.30,            ,
    5379,    225.94,            ,    226.29,            ,
    5380,    225.93,            ,    226.29,            ,
    5381,    225.94,            ,    226.30,            ,
    5382,    225.94,            ,    226.29,            ,
    5383,    225.93,            ,    226.29,            ,
    5384,    225.96,            ,    226.32,            ,
    5385,    225.98,            ,    226.34,            ,
    5386,    226.02,            ,    226.38,            ,
    5387,    226.04,            ,    226.39,            ,
    5388,    226.04,            ,    226.40,            ,
    5389,    226.04,            ,    226.40,            ,
    5390,    226.03,            ,    226.39,            ,
    5391,    226.03,            ,    226.39,            ,
    5392,    226.04,            ,    226.40,            ,
    5393,    226.04,            ,    226.40,            ,
    5394,    226.04,            ,    226.40,            ,
    5395,    226.04,            ,    226.39,            ,
    5396,    226.04,            ,    226.39,            ,
    5397,    226.04,            ,    226.40,            ,
    5398,    226.07,            ,    226.42,            ,
    5399,    226.10,            ,    226.46,            ,
    5400,    226.13,            ,    226.49,            ,
    5401,    226.14,            ,    226.50,            ,
    5402,    226.14,            ,    226.49,            ,
    5403,    226.13,            ,    226.49,            ,
    5404,    226.12,            ,    226.48,            ,
    5405,    226.12,            ,    226.48,            ,
    5406,    226.12,            ,    226.47,            ,
    5407,    226.11,            ,    226.47,            ,
    5408,    226.11,            ,    226.46,            ,
    5409,    226.10,            ,    226.45,            ,
    5410,    226.09,            ,    226.45,            ,
    5411,    226.08,            ,    226.44,            ,
    5412,    226.07,            ,    226.43,            ,
    5413,    226.07,            ,    226.42,            ,
    5414,    226.06,            ,    226.42,            ,
    5415,    226.05,            ,    226.41,            ,
    5416,    226.04,            ,    226.40,            ,
    5417,    226.03,            ,    226.39,            ,
    5418,    226.03,            ,    226.38,            ,
    5419,    226.02,            ,    226.37,            ,
    5420,    226.01,            ,    226.36,            ,
    5421,    226.00,            ,    226.36,            ,
    5422,    225.99,            ,    226.35,            ,
    5423,    225.98,            ,    226.34,            ,
    5424,    225.97,            ,    226.33,            ,
    5425,    225.97,            ,    226.32,            ,
    5426,    225.96,            ,    226.31,            ,
    5427,    225.95,            ,    226.30,            ,
    5428,    225.94,            ,    226.29,            ,
    5429,    225.93,            ,    226.29,            ,
    5430,    225.92,            ,    226.28,            ,
    5431,    225.91,            ,    226.27,            ,
    5432,    225.90,            ,    226.26,            ,
    5433,    225.90,            ,    226.25,            ,
    5434,    225.89,            ,    226.24,            ,
    5435,    225.88,            ,    226.23,            ,
    5436,    225.87,            ,    226.23,            ,
    5437,    225.86,            ,    226.22,            ,
    5438,    225.85,            ,    226.21,            ,
    5439,    225.84,            ,    226.20,            ,
    5440,    225.84,            ,    226.19,            ,
    5441,    225.83,            ,    226.18,            ,
    5442,    225.82,            ,    226.17,            ,
    5443,    225.81,            ,    226.16,            ,
    5444,    225.80,            ,    226.16,            ,
    5445,    225.79,            ,    226.15,            ,
    5446,    225.78,            ,    226.14,            ,
    5447,    225.77,            ,    226.13,            ,
    5448,    225.77,            ,    226.12,            ,
    5449,    225.77,            ,    226.12,            ,
    5450,    225.77,            ,    226.12,            ,
    5451,    225.77,            ,    226.12,            ,
    5452,    225.77,            ,    226.12,            ,
    5453,    225.77,            ,    226.12,            ,
    5454,    225.77,            ,    226.12,            ,
    5455,    225.77,            ,    226.12,            ,
    5456,    225.77,            ,    226.12,            ,
    5457,    225.77,            ,    226.12,            ,
    5458,    225.77,            ,    226.12,            ,
    5459,    225.77,            ,    226.12,            ,
    5460,    225.77,            ,    226.12,            ,
    5461,    225.77,            ,    226.12,            ,
    5462,    225.77,            ,    226.12,            ,
    5463,    225.77,            ,    226.12,            ,
    5464,    225.77,            ,    226.12,            ,
    5465,    225.77,            ,    226.12,            ,
    5466,    225.77,            ,    226.12,            ,
    5467,    225.77,            ,    226.12,            ,
    5468,    225.77,            ,    226.12,            ,
    5469,    225.77,            ,    226.12,            ,
    5470,    225.77,            ,    226.12,            ,
    5471,    225.77,            ,    226.12,            ,
    5472,    225.77,            ,    226.12,            ,
    5473,    225.77,            ,    226.12,            ,
    5474,    225.77,            ,    226.12,            ,
    5475,    225.77,            ,    226.12,            ,
    5476,    225.77,            ,    226.12,            ,
    5477,    225.77,            ,    226.12,            ,
    5478,    225.77,            ,    226.12,            ,
    5479,    225.77,            ,    226.12,            ,
    5480,    225.77,            ,    226.12,            ,
    5481,    225.77,            ,    226.12,            ,
    5482,    225.77,            ,    226.12,            ,
    5483,    225.77,            ,    226.12,            ,
    5484,    225.77,            ,    226.12,            ,
    5485,    225.77,            ,    226.12,            ,
    5486,    225.77,            ,    226.12,            ,
    5487,    225.77,            ,    226.12,            ,
    5488,    225.77,            ,    226.12,            ,
    5489,    225.77,            ,    226.12,            ,
    5490,    225.77,            ,    226.12,            ,
    5491,    225.77,            ,    226.12,            ,
    5492,    225.77,            ,    226.12,            ,
    5493,    225.77,            ,    226.12,            ,
    5494,    225.77,            ,    226.12,            ,
    5495,    225.77,            ,    226.12,            ,
    5496,    225.77,            ,    226.12,            ,
    5497,    225.77,            ,    226.12,            ,
    5498,    225.77,            ,    226.12,            ,
    5499,    225.77,            ,    226.12,            ,
    5500,    225.77,            ,    226.12,            ,
    5501,    225.77,            ,    226.12,            ,
    5502,    225.77,            ,    226.12,            ,
    5503,    225.77,            ,    226.12,            ,
    5504,    225.77,            ,    226.12,            ,
    5505,    225.77,            ,    226.12,            ,
    5506,    225.77,            ,    226.12,            ,
    5507,    225.77,            ,    226.12,            ,
    5508,    225.77,            ,    226.12,            ,
    5509,    225.76,            ,    226.11,            ,
    5510,    225.75,            ,    226.10,            ,
    5511,    225.74,            ,    226.10,            ,
    5512,    225.73,            ,    226.09,            ,
    5513,    225.72,            ,    226.08,            ,
    5514,    225.71,            ,    226.07,            ,
    5515,    225.71,            ,    226.06,            ,
    5516,    225.70,            ,    226.05,            ,
    5517,    225.69,            ,    226.04,            ,
    5518,    225.68,            ,    226.03,            ,
    5519,    225.67,            ,    226.03,            ,
    5520,    225.66,            ,    226.02,            ,
    5521,    225.65,            ,    226.01,            ,
    5522,    225.64,            ,    226.00,            ,
    5523,    225.64,            ,    225.99,            ,
    5524,    225.63,            ,    225.98,            ,
    5525,    225.62,            ,    225.97,            ,
    5526,    225.61,            ,    225.97,            ,
    5527,    225.60,            ,    225.96,            ,
    5528,    225.59,            ,    225.95,            ,
    5529,    225.58,            ,    225.94,            ,
    5530,    225.58,            ,    225.93,            ,
    5531,    225.57,            ,    225.92,            ,
    5532,    225.56,            ,    225.91,            ,
    5533,    225.55,            ,    225.90,            ,
    5534,    225.54,            ,    225.90,            ,
    5535,    225.53,            ,    225.89,            ,
    5536,    225.52,            ,    225.88,            ,
    5537,    225.51,            ,    225.87,            ,
    5538,    225.51,            ,    225.86,            ,
    5539,    225.50,            ,    225.85,            ,
    5540,    225.49,            ,    225.84,            ,
    5541,    225.48,            ,    225.83,            ,
    5542,    225.47,            ,    225.83,            ,
    5543,    225.46,            ,    225.82,            ,
    5544,    225.45,            ,    225.81,            ,
    5545,    225.45,            ,    225.80,            ,
    5546,    225.44,            ,    225.79,            ,
    5547,    225.43,            ,    225.78,            ,
    5548,    225.42,            ,    225.77,            ,
    5549,    225.41,            ,    225.77,            ,
    5550,    225.40,            ,    225.76,            ,
    5551,    225.39,            ,    225.75,            ,
    5552,    225.39,            ,    225.74,            ,
    5553,    225.38,            ,    225.73,            ,
    5554,    225.37,            ,    225.72,            ,
    5555,    225.36,            ,    225.71,            ,
    5556,    225.35,            ,    225.71,            ,
    5557,    225.34,            ,    225.70,            ,
    5558,    225.33,            ,    225.69,            ,
    5559,    225.32,            ,    225.68,            ,
    5560,    225.32,            ,    225.67,            ,
    5561,    225.31,            ,    225.66,            ,
    5562,    225.30,            ,    225.65,            ,
    5563,    225.29,            ,    225.64,            ,
    5564,    225.28,            ,    225.64,            ,
    5565,    225.27,            ,    225.63,            ,
    5566,    225.26,            ,    225.62,            ,
    5567,    225.26,            ,    225.61,            ,
    5568,    225.25,            ,    225.60,            ,
    5569,    225.24,            ,    225.59,            ,
    5570,    225.23,            ,    225.58,            ,
    5571,    225.22,            ,    225.58,            ,
    5572,    225.21,            ,    225.57,            ,
    5573,    225.20,            ,    225.56,            ,
    5574,    225.20,            ,    225.55,            ,
    5575,    225.19,            ,    225.54,            ,
    5576,    225.18,            ,    225.53,            ,
    5577,    225.17,            ,    225.52,            ,
    5578,    225.16,            ,    225.51,            ,
    5579,    225.15,            ,    225.51,            ,
    5580,    225.14,            ,    225.50,            ,
    5581,    225.13,            ,    225.49,            ,
    5582,    225.13,            ,    225.48,            ,
    5583,    225.12,            ,    225.47,            ,
    5584,    225.11,            ,    225.46,            ,
    5585,    225.10,            ,    225.45,            ,
    5586,    225.09,            ,    225.45,            ,
    5587,    225.08,            ,    225.44,            ,
    5588,    225.07,            ,    225.43,            ,
    5589,    225.07,            ,    225.42,            ,
    5590,    225.06,            ,    225.41,            ,
    5591,    225.05,            ,    225.40,            ,
    5592,    225.04,            ,    225.39,            ,
    5593,    225.03,            ,    225.38,            ,
    5594,    225.02,            ,    225.38,            ,
    5595,    225.01,            ,    225.37,            ,
    5596,    225.01,            ,    225.36,            ,
    5597,    225.00,            ,    225.35,            ,
    5598,    224.99,            ,    225.34,            ,
    5599,    224.98,            ,    225.33,            ,
    5600,    224.97,            ,    225.32,            ,
    5601,    224.96,            ,    225.32,            ,
    5602,    224.95,            ,    225.31,            ,
    5603,    224.94,            ,    225.30,            ,
    5604,    224.94,            ,    225.29,            ,
    5605,    224.93,            ,    225.28,            ,
    5606,    224.92,            ,    225.27,            ,
    5607,    224.91,            ,    225.26,            ,
    5608,    224.90,            ,    225.26,            ,
    5609,    224.89,            ,    225.25,            ,
    5610,    224.88,            ,    225.24,            ,
    5611,    224.88,            ,    225.23,            ,
    5612,    224.87,            ,    225.22,            ,
    5613,    224.86,            ,    225.21,            ,
    5614,    224.85,            ,    225.20,            ,
    5615,    224.84,            ,    225.19,            ,
    5616,    224.83,            ,    225.19,            ,
    5617,    224.82,            ,    225.18,            ,
    5618,    224.82,            ,    225.17,            ,
    5619,    224.81,            ,    225.16,            ,
    5620,    224.80,            ,    225.15,            ,
    5621,    224.79,            ,    225.14,            ,
    5622,    224.78,            ,    225.13,            ,
    5623,    224.77,            ,    225.13,            ,
    5624,    224.76,            ,    225.12,            ,
    5625,    224.76,            ,    225.11,            ,
    5626,    224.75,            ,    225.10,            ,
    5627,    224.74,            ,    225.09,            ,
    5628,    224.73,            ,    225.08,            ,
    5629,    224.72,            ,    225.07,            ,
    5630,    224.71,            ,    225.07,            ,
    5631,    224.70,            ,    225.06,            ,
    5632,    224.69,            ,    225.05,            ,
    5633,    224.69,            ,    225.04,            ,
    5634,    224.68,            ,    225.03,            ,
    5635,    224.67,            ,    225.02,            ,
    5636,    224.66,            ,    225.01,            ,
    5637,    224.65,            ,    225.00,            ,
    5638,    224.64,            ,    225.00,            ,
    5639,    224.63,            ,    224.99,            ,
    5640,    224.63,            ,    224.98,            ,
    5641,    224.62,            ,    224.97,            ,
    5642,    224.61,            ,    224.96,            ,
    5643,    224.60,            ,    224.95,            ,
    5644,    224.59,            ,    224.94,            ,
    5645,    224.58,            ,    224.94,            ,
    5646,    224.57,            ,    224.93,            ,
    5647,    224.57,            ,    224.92,            ,
    5648,    224.56,            ,    224.91,            ,
    5649,    224.55,            ,    224.90,            ,
    5650,    224.55,            ,    224.90,            ,
    5651,    224.54,            ,    224.89,            ,
    5652,    224.53,            ,    224.89,            ,
    5653,    224.54,            ,    224.89,            ,
    5654,    224.55,            ,    224.90,            ,
    5655,    224.56,            ,    224.91,            ,
    5656,    224.57,            ,    224.93,            ,
    5657,    224.59,            ,    224.95,            ,
    5658,    224.61,            ,    224.97,            ,
    5659,    224.63,            ,    224.99,            ,
    5660,    224.63,            ,    224.99,            ,
    5661,    224.63,            ,    224.99,            ,
    5662,    224.68,            ,    225.04,            ,
    5663,    224.70,            ,    225.06,            ,
    5664,    224.73,            ,    225.09,            ,
    5665,    224.79,            ,    225.15,            ,
    5666,    224.82,            ,    225.19,            ,
    5667,    224.85,            ,    225.21,            ,
    5668,    224.87,            ,    225.23,            ,
    5669,    224.88,            ,    225.24,            ,
    5670,    224.90,            ,    225.26,            ,
    5671,    224.98,            ,    225.34,            ,
    5672,    225.03,            ,    225.40,            ,
    5673,    225.06,            ,    225.42,            ,
    5674,    225.08,            ,    225.44,            ,
    5675,    225.10,            ,    225.46,            ,
    5676,    225.12,            ,    225.48,            ,
    5677,    225.14,            ,    225.51,            ,
    5678,    225.21,            ,    225.58,            ,
    5679,    225.22,            ,    225.58,            ,
    5680,    225.23,            ,    225.60,            ,
    5681,    225.31,            ,    225.67,            ,
    5682,    225.37,            ,    225.73,            ,
    5683,    225.40,            ,    225.77,            ,
    5684,    225.44,            ,    225.81,            ,
    5685,    225.46,            ,    225.82,            ,
    5686,    225.47,            ,    225.83,            ,
    5687,    225.47,            ,    225.84,            ,
    5688,    225.54,            ,    225.90,            ,
    5689,    225.57,            ,    225.94,            ,
    5690,    225.58,            ,    225.95,            ,
    5691,    225.59,            ,    225.95,            ,
    5692,    225.60,            ,    225.97,            ,
    5693,    225.62,            ,    225.98,            ,
    5694,    225.67,            ,    226.04,            ,
    5695,    225.74,            ,    226.11,            ,
    5696,    225.81,            ,    226.17,            ,
    5697,    225.85,            ,    226.22,            ,
    5698,    225.87,            ,    226.23,            ,
    5699,    225.88,            ,    226.25,            ,
    5700,    225.92,            ,    226.28,            ,
    5701,    226.00,            ,    226.37,            ,
    5702,    226.09,            ,    226.46,            ,
    5703,    226.19,            ,    226.56,            ,
    5704,    226.28,            ,    226.64,            ,
    5705,    226.37,            ,    226.74,            ,
    5706,    226.40,            ,    226.77,            ,
    5707,    226.43,            ,    226.80,            ,
    5708,    226.50,            ,    226.86,            ,
    5709,    226.58,            ,    226.95,            ,
    5710,    226.65,            ,    227.02,            ,
    5711,    226.70,            ,    227.07,            ,
    5712,    226.77,            ,    227.14,            ,
    5713,    226.88,            ,    227.24,            ,
    5714,    226.91,            ,    227.28,            ,
    5715,    226.96,            ,    227.32,            ,
    5716,    227.04,            ,    227.41,            ,
    5717,    227.12,            ,    227.49,            ,
    5718,    227.21,            ,    227.57,            ,
    5719,    227.31,            ,    227.67,            ,
    5720,    227.40,            ,    227.77,            ,
    5721,    227.49,            ,    227.86,            ,
    5722,    227.58,            ,    227.94,            ,
    5723,    227.65,            ,    228.02,            ,
    5724,    227.72,            ,    228.09,            ,
    5725,    227.78,            ,    228.15,            ,
    5726,    227.84,            ,    228.20,            ,
    5727,    227.89,            ,    228.25,            ,
    5728,    227.95,            ,    228.32,            ,
    5729,    228.01,            ,    228.37,            ,
    5730,    228.05,            ,    228.41,            ,
    5731,    228.08,            ,    228.45,            ,
    5732,    228.13,            ,    228.50,            ,
    5733,    228.16,            ,    228.53,            ,
    5734,    228.21,            ,    228.58,            ,
    5735,    228.25,            ,    228.62,            ,
    5736,    228.28,            ,    228.65,            ,
    5737,    228.30,            ,    228.67,            ,
    5738,    228.32,            ,    228.68,            ,
    5739,    228.35,            ,    228.72,            ,
    5740,    228.40,            ,    228.76,            ,
    5741,    228.46,            ,    228.83,            ,
    5742,    228.52,            ,    228.89,            ,
    5743,    228.59,            ,    228.96,            ,
    5744,    228.61,            ,    228.98,            ,
    5745,    228.64,            ,    229.01,            ,
    5746,    228.67,            ,    229.04,            ,
    5747,    228.68,            ,    229.05,            ,
    5748,    228.69,            ,    229.05,            ,
    5749,    228.70,            ,    229.07,            ,
    5750,    228.71,            ,    229.08,            ,
    5751,    228.72,            ,    229.09,            ,
    5752,    228.72,            ,    229.09,            ,
    5753,    228.72,    237.00,    229.09,    206.00,
    5754,    228.72,            ,    229.09,            ,
    5755,    228.73,            ,    229.10,            ,
    5756,    228.72,            ,    229.09,            ,
    5757,    228.71,            ,    229.08,            ,
    5758,    228.71,            ,    229.08,            ,
    5759,    228.72,            ,    229.09,            ,
    5760,    228.71,            ,    229.08,            ,
    5761,    228.71,            ,    229.07,            ,
    5762,    228.70,            ,    229.07,            ,
    5763,    228.69,            ,    229.06,            ,
    5764,    228.68,            ,    229.05,            ,
    5765,    228.69,            ,    229.06,            ,
    5766,    228.71,            ,    229.07,            ,
    5767,    228.70,            ,    229.07,            ,
    5768,    228.69,            ,    229.06,            ,
    5769,    228.69,            ,    229.06,            ,
    5770,    228.68,            ,    229.05,            ,
    5771,    228.68,            ,    229.05,            ,
    5772,    228.67,            ,    229.04,            ,
    5773,    228.69,            ,    229.05,            ,
    5774,    228.70,            ,    229.07,            ,
    5775,    228.70,            ,    229.07,            ,
    5776,    228.70,            ,    229.06,            ,
    5777,    228.69,            ,    229.06,            ,
    5778,    228.68,            ,    229.05,            ,
    5779,    228.68,            ,    229.05,            ,
    5780,    228.68,            ,    229.04,            ,
    5781,    228.67,            ,    229.04,            ,
    5782,    228.66,            ,    229.03,            ,
    5783,    228.65,            ,    229.02,            ,
    5784,    228.64,            ,    229.01,            ,
    5785,    228.63,            ,    229.00,            ,
    5786,    228.63,            ,    228.99,            ,
    5787,    228.62,            ,    228.99,            ,
    5788,    228.61,            ,    228.98,            ,
    5789,    228.60,            ,    228.97,            ,
    5790,    228.59,            ,    228.96,            ,
    5791,    228.58,            ,    228.95,            ,
    5792,    228.57,            ,    228.94,            ,
    5793,    228.56,            ,    228.93,            ,
    5794,    228.56,            ,    228.92,            ,
    5795,    228.55,            ,    228.92,            ,
    5796,    228.54,            ,    228.91,            ,
    5797,    228.53,            ,    228.90,            ,
    5798,    228.52,            ,    228.89,            ,
    5799,    228.51,            ,    228.88,            ,
    5800,    228.50,            ,    228.87,            ,
    5801,    228.49,            ,    228.86,            ,
    5802,    228.49,            ,    228.85,            ,
    5803,    228.48,            ,    228.84,            ,
    5804,    228.47,            ,    228.84,            ,
    5805,    228.46,            ,    228.83,            ,
    5806,    228.45,            ,    228.82,            ,
    5807,    228.44,            ,    228.81,            ,
    5808,    228.43,            ,    228.80,            ,
    5809,    228.42,            ,    228.79,            ,
    5810,    228.42,            ,    228.78,            ,
    5811,    228.41,            ,    228.77,            ,
    5812,    228.40,            ,    228.77,            ,
    5813,    228.39,            ,    228.76,            ,
    5814,    228.39,            ,    228.76,            ,
    5815,    228.39,            ,    228.76,            ,
