 model_time, LAI_sub_sim_0116, LAI_sub_obs_0116, LAI_sub_sim_0178, LAI_sub_obs_0178,
    5427,      0.27,            ,      0.27,            ,
    5428,      0.27,            ,      0.27,            ,
    5429,      0.27,            ,      0.27,            ,
    5430,      0.27,            ,      0.27,            ,
    5431,      0.27,            ,      0.27,            ,
    5432,      0.27,            ,      0.27,            ,
    5433,      0.27,            ,      0.27,            ,
    5434,      0.27,            ,      0.27,            ,
    5435,      0.27,            ,      0.27,            ,
    5436,      0.27,            ,      0.27,            ,
    5437,      0.27,            ,      0.27,            ,
    5438,      0.27,            ,      0.27,            ,
    5439,      0.27,            ,      0.27,            ,
    5440,      0.27,            ,      0.27,            ,
    5441,      0.27,            ,      0.27,            ,
    5442,      0.27,            ,      0.27,            ,
    5443,      0.27,            ,      0.27,            ,
    5444,      0.27,            ,      0.27,            ,
    5445,      0.27,            ,      0.27,            ,
    5446,      0.27,            ,      0.27,            ,
    5447,      0.27,            ,      0.27,            ,
    5448,      0.27,            ,      0.27,            ,
    5449,      0.27,            ,      0.27,            ,
    5450,      0.27,            ,      0.27,            ,
    5451,      0.27,            ,      0.27,            ,
    5452,      0.27,            ,      0.27,            ,
    5453,      0.27,            ,      0.27,            ,
    5454,      0.27,            ,      0.27,            ,
    5455,      0.27,            ,      0.27,            ,
    5456,      0.27,            ,      0.27,            ,
    5457,      0.27,            ,      0.27,            ,
    5458,      0.27,            ,      0.27,            ,
    5459,      0.27,            ,      0.27,            ,
    5460,      0.27,            ,      0.27,            ,
    5461,      0.27,            ,      0.27,            ,
    5462,      0.27,            ,      0.27,            ,
    5463,      0.27,            ,      0.27,            ,
    5464,      0.27,            ,      0.27,            ,
    5465,      0.27,            ,      0.27,            ,
    5466,      0.27,            ,      0.27,            ,
    5467,      0.27,            ,      0.27,            ,
    5468,      0.27,            ,      0.27,            ,
    5469,      0.27,            ,      0.27,            ,
    5470,      0.27,            ,      0.27,            ,
    5471,      0.27,            ,      0.27,            ,
    5472,      0.27,            ,      0.27,            ,
    5473,      0.27,            ,      0.27,            ,
    5474,      0.27,            ,      0.27,            ,
    5475,      0.27,            ,      0.27,            ,
    5476,      0.27,            ,      0.27,            ,
    5477,      0.27,            ,      0.27,            ,
    5478,      0.27,            ,      0.27,            ,
    5479,      0.27,            ,      0.27,            ,
    5480,      0.27,            ,      0.27,            ,
    5481,      0.27,            ,      0.27,            ,
    5482,      0.27,            ,      0.27,            ,
    5483,      0.27,            ,      0.27,            ,
    5484,      0.27,            ,      0.27,            ,
    5485,      0.27,            ,      0.27,            ,
    5486,      0.27,            ,      0.27,            ,
    5487,      0.27,            ,      0.27,            ,
    5488,      0.27,            ,      0.27,            ,
    5489,      0.27,            ,      0.27,            ,
    5490,      0.27,            ,      0.27,            ,
    5491,      0.27,            ,      0.27,            ,
    5492,      0.27,            ,      0.27,            ,
    5493,      0.27,            ,      0.27,            ,
    5494,      0.27,            ,      0.27,            ,
    5495,      0.27,            ,      0.27,            ,
    5496,      0.27,            ,      0.27,            ,
    5497,      0.27,            ,      0.27,            ,
    5498,      0.27,            ,      0.27,            ,
    5499,      0.27,            ,      0.27,            ,
    5500,      0.27,            ,      0.27,            ,
    5501,      0.27,            ,      0.27,            ,
    5502,      0.27,            ,      0.27,            ,
    5503,      0.27,            ,      0.27,            ,
    5504,      0.27,            ,      0.27,            ,
    5505,      0.27,            ,      0.27,            ,
    5506,      0.27,            ,      0.27,            ,
    5507,      0.27,            ,      0.27,            ,
    5508,      0.27,            ,      0.27,            ,
    5509,      0.27,            ,      0.27,            ,
    5510,      0.27,            ,      0.27,            ,
    5511,      0.27,            ,      0.27,            ,
    5512,      0.27,            ,      0.27,            ,
    5513,      0.27,            ,      0.27,            ,
    5514,      0.27,            ,      0.27,            ,
    5515,      0.27,            ,      0.27,            ,
    5516,      0.27,            ,      0.27,            ,
    5517,      0.27,            ,      0.27,            ,
    5518,      0.27,            ,      0.27,            ,
    5519,      0.27,            ,      0.27,            ,
    5520,      0.27,            ,      0.27,            ,
    5521,      0.27,            ,      0.27,            ,
    5522,      0.27,            ,      0.27,            ,
    5523,      0.27,            ,      0.27,            ,
    5524,      0.27,            ,      0.27,            ,
    5525,      0.27,            ,      0.27,            ,
    5526,      0.27,            ,      0.27,            ,
    5527,      0.27,            ,      0.27,            ,
    5528,      0.27,            ,      0.27,            ,
    5529,      0.27,            ,      0.27,            ,
    5530,      0.27,            ,      0.27,            ,
    5531,      0.27,            ,      0.27,            ,
    5532,      0.27,            ,      0.27,            ,
    5533,      0.27,            ,      0.27,            ,
    5534,      0.27,            ,      0.27,            ,
    5535,      0.27,            ,      0.27,            ,
    5536,      0.27,            ,      0.27,            ,
    5537,      0.27,            ,      0.27,            ,
    5538,      0.27,            ,      0.27,            ,
    5539,      0.27,            ,      0.27,            ,
    5540,      0.27,            ,      0.27,            ,
    5541,      0.27,            ,      0.27,            ,
    5542,      0.27,            ,      0.27,            ,
    5543,      0.27,            ,      0.27,            ,
    5544,      0.27,            ,      0.27,            ,
    5545,      0.27,            ,      0.27,            ,
    5546,      0.27,            ,      0.27,            ,
    5547,      0.27,            ,      0.27,            ,
    5548,      0.27,            ,      0.27,            ,
    5549,      0.27,            ,      0.27,            ,
    5550,      0.27,            ,      0.27,            ,
    5551,      0.27,            ,      0.27,            ,
    5552,      0.27,            ,      0.27,            ,
    5553,      0.27,            ,      0.27,            ,
    5554,      0.27,            ,      0.27,            ,
    5555,      0.27,            ,      0.27,            ,
    5556,      0.27,            ,      0.27,            ,
    5557,      0.27,            ,      0.27,            ,
    5558,      0.27,            ,      0.27,            ,
    5559,      0.27,            ,      0.27,            ,
    5560,      0.27,            ,      0.27,            ,
    5561,      0.27,            ,      0.27,            ,
    5562,      0.27,            ,      0.27,            ,
    5563,      0.27,            ,      0.27,            ,
    5564,      0.27,            ,      0.27,            ,
    5565,      0.27,            ,      0.27,            ,
    5566,      0.27,            ,      0.27,            ,
    5567,      0.27,            ,      0.27,            ,
    5568,      0.27,            ,      0.27,            ,
    5569,      0.27,            ,      0.27,            ,
    5570,      0.27,            ,      0.27,            ,
    5571,      0.27,            ,      0.27,            ,
    5572,      0.27,            ,      0.27,            ,
    5573,      0.27,            ,      0.27,            ,
    5574,      0.27,            ,      0.27,            ,
    5575,      0.27,            ,      0.27,            ,
    5576,      0.27,            ,      0.27,            ,
    5577,      0.27,            ,      0.27,            ,
    5578,      0.27,            ,      0.27,            ,
    5579,      0.27,            ,      0.27,            ,
    5580,      0.27,            ,      0.27,            ,
    5581,      0.27,            ,      0.27,            ,
    5582,      0.27,            ,      0.27,            ,
    5583,      0.27,            ,      0.27,            ,
    5584,      0.27,            ,      0.27,            ,
    5585,      0.27,            ,      0.27,            ,
    5586,      0.27,            ,      0.27,            ,
    5587,      0.27,            ,      0.27,            ,
    5588,      0.27,            ,      0.27,            ,
    5589,      0.27,            ,      0.27,            ,
    5590,      0.27,            ,      0.27,            ,
    5591,      0.27,            ,      0.27,            ,
    5592,      0.27,            ,      0.27,            ,
    5593,      0.27,            ,      0.27,            ,
    5594,      0.27,            ,      0.27,            ,
    5595,      0.27,            ,      0.27,            ,
    5596,      0.27,            ,      0.27,            ,
    5597,      0.27,            ,      0.27,            ,
    5598,      0.27,            ,      0.27,            ,
    5599,      0.27,            ,      0.27,            ,
    5600,      0.27,            ,      0.27,            ,
    5601,      0.27,            ,      0.27,            ,
    5602,      0.27,            ,      0.27,            ,
    5603,      0.27,            ,      0.27,            ,
    5604,      0.27,            ,      0.27,            ,
    5605,      0.27,            ,      0.27,            ,
    5606,      0.27,            ,      0.27,            ,
    5607,      0.27,            ,      0.27,            ,
    5608,      0.27,            ,      0.27,            ,
    5609,      0.27,            ,      0.27,            ,
    5610,      0.27,            ,      0.27,            ,
    5611,      0.27,            ,      0.27,            ,
    5612,      0.27,            ,      0.27,            ,
    5613,      0.27,            ,      0.27,            ,
    5614,      0.27,            ,      0.27,            ,
    5615,      0.27,            ,      0.27,            ,
    5616,      0.28,            ,      0.28,            ,
    5617,      0.30,            ,      0.31,            ,
    5618,      0.34,            ,      0.34,            ,
    5619,      0.36,            ,      0.37,            ,
    5620,      0.39,            ,      0.40,            ,
    5621,      0.49,            ,      0.50,            ,
    5622,      0.54,            ,      0.54,            ,
    5623,      0.60,            ,      0.61,            ,
    5624,      0.68,      1.10,      0.69,      1.19,
    5625,      0.77,            ,      0.77,            ,
    5626,      0.84,            ,      0.85,            ,
    5627,      0.93,            ,      0.94,            ,
    5628,      1.04,            ,      1.05,            ,
    5629,      1.16,            ,      1.16,            ,
    5630,      1.30,            ,      1.31,            ,
    5631,      1.43,            ,      1.44,            ,
    5632,      1.54,            ,      1.55,            ,
    5633,      1.58,            ,      1.59,            ,
    5634,      1.62,            ,      1.63,            ,
    5635,      1.67,            ,      1.68,            ,
    5636,      1.71,            ,      1.72,            ,
    5637,      1.77,            ,      1.78,            ,
    5638,      1.84,            ,      1.85,            ,
    5639,      2.00,            ,      2.01,            ,
    5640,      2.16,            ,      2.17,            ,
    5641,      2.30,            ,      2.31,            ,
    5642,      2.46,            ,      2.47,            ,
    5643,      2.61,            ,      2.62,            ,
    5644,      2.76,            ,      2.77,            ,
    5645,      3.03,            ,      3.05,            ,
    5646,      3.29,            ,      3.31,            ,
    5647,      3.37,            ,      3.38,            ,
    5648,      3.41,            ,      3.41,            ,
    5649,      3.43,            ,      3.43,            ,
    5650,      3.47,            ,      3.48,            ,
    5651,      3.49,            ,      3.49,            ,
    5652,      3.50,            ,      3.51,            ,
    5653,      3.59,            ,      3.59,            ,
    5654,      3.64,            ,      3.65,            ,
    5655,      3.69,            ,      3.70,            ,
    5656,      3.73,            ,      3.74,            ,
    5657,      3.79,            ,      3.80,            ,
    5658,      3.83,            ,      3.84,            ,
    5659,      3.86,            ,      3.87,            ,
    5660,      3.87,            ,      3.88,            ,
    5661,      3.87,            ,      3.88,            ,
    5662,      3.93,            ,      3.94,            ,
    5663,      3.96,            ,      3.97,            ,
    5664,      3.99,            ,      3.99,            ,
    5665,      4.03,            ,      4.04,            ,
    5666,      4.06,            ,      4.07,            ,
    5667,      4.08,            ,      4.08,            ,
    5668,      4.09,            ,      4.10,            ,
    5669,      4.10,            ,      4.10,            ,
    5670,      4.11,            ,      4.11,            ,
    5671,      4.15,            ,      4.16,            ,
    5672,      4.17,            ,      4.18,            ,
    5673,      4.18,            ,      4.19,            ,
    5674,      4.19,            ,      4.20,            ,
    5675,      4.20,            ,      4.20,            ,
    5676,      4.21,            ,      4.21,            ,
    5677,      4.22,            ,      4.22,            ,
    5678,      4.24,            ,      4.24,            ,
    5679,      4.24,            ,      4.25,            ,
    5680,      4.24,            ,      4.25,            ,
    5681,      4.26,            ,      4.27,            ,
    5682,      4.28,            ,      4.28,            ,
    5683,      4.29,            ,      4.29,            ,
    5684,      4.29,            ,      4.30,            ,
    5685,      4.30,            ,      4.30,            ,
    5686,      4.30,            ,      4.30,            ,
    5687,      4.30,            ,      4.30,            ,
    5688,      4.31,            ,      4.32,            ,
    5689,      4.32,            ,      4.32,            ,
    5690,      4.32,            ,      4.33,            ,
    5691,      4.32,            ,      4.32,            ,
    5692,      4.32,            ,      4.33,            ,
    5693,      4.32,            ,      4.33,            ,
    5694,      4.33,            ,      4.34,            ,
    5695,      4.35,            ,      4.35,            ,
    5696,      4.35,            ,      4.36,            ,
    5697,      4.36,            ,      4.36,            ,
    5698,      4.36,            ,      4.37,            ,
    5699,      4.36,            ,      4.37,            ,
    5700,      4.37,            ,      4.37,            ,
    5701,      4.38,            ,      4.38,            ,
    5702,      4.39,            ,      4.39,            ,
    5703,      4.40,            ,      4.40,            ,
    5704,      4.40,            ,      4.41,            ,
    5705,      4.41,            ,      4.41,            ,
    5706,      4.41,            ,      4.42,            ,
    5707,      4.41,            ,      4.42,            ,
    5708,      4.42,            ,      4.42,            ,
    5709,      4.42,            ,      4.43,            ,
    5710,      4.43,            ,      4.43,            ,
    5711,      4.43,            ,      4.43,            ,
    5712,      4.43,            ,      4.44,            ,
    5713,      4.44,            ,      4.44,            ,
    5714,      4.44,            ,      4.44,            ,
    5715,      4.44,            ,      4.44,            ,
    5716,      4.44,            ,      4.45,            ,
    5717,      4.44,            ,      4.45,            ,
    5718,      4.45,            ,      4.45,            ,
    5719,      4.45,            ,      4.45,            ,
    5720,      4.45,      3.80,      4.46,      3.90,
    5721,      4.45,            ,      4.46,            ,
    5722,      4.46,            ,      4.46,            ,
    5723,      4.46,            ,      4.46,            ,
    5724,      4.46,            ,      4.46,            ,
    5725,      4.46,            ,      4.46,            ,
    5726,      4.46,            ,      4.47,            ,
    5727,      4.46,            ,      4.47,            ,
    5728,      4.46,            ,      4.47,            ,
    5729,      4.46,            ,      4.47,            ,
    5730,      4.46,            ,      4.47,            ,
    5731,      4.46,            ,      4.47,            ,
    5732,      4.47,            ,      4.47,            ,
    5733,      4.47,            ,      4.47,            ,
    5734,      4.47,            ,      4.47,            ,
    5735,      4.46,            ,      4.47,            ,
    5736,      4.45,            ,      4.46,            ,
    5737,      4.45,            ,      4.46,            ,
    5738,      4.45,            ,      4.46,            ,
    5739,      4.45,            ,      4.46,            ,
    5740,      4.45,            ,      4.46,            ,
    5741,      4.45,            ,      4.46,            ,
    5742,      4.46,            ,      4.46,            ,
    5743,      4.46,            ,      4.46,            ,
    5744,      4.46,            ,      4.46,            ,
    5745,      4.46,            ,      4.46,            ,
    5746,      4.46,            ,      4.46,            ,
    5747,      4.45,            ,      4.45,            ,
    5748,      4.44,            ,      4.44,            ,
    5749,      4.43,            ,      4.44,            ,
    5750,      4.43,            ,      4.44,            ,
    5751,      4.43,            ,      4.43,            ,
    5752,      4.42,            ,      4.42,            ,
    5753,      4.41,            ,      4.41,            ,
    5754,      4.41,            ,      4.41,            ,
    5755,      4.40,            ,      4.41,            ,
    5756,      4.39,            ,      4.40,            ,
    5757,      4.38,            ,      4.39,            ,
    5758,      4.37,            ,      4.38,            ,
    5759,      4.37,            ,      4.38,            ,
    5760,      4.36,            ,      4.37,            ,
    5761,      4.35,            ,      4.36,            ,
    5762,      3.98,            ,      3.98,            ,
    5763,      3.63,            ,      3.63,            ,
    5764,      3.32,            ,      3.32,            ,
    5765,      3.03,            ,      3.03,            ,
    5766,      2.77,            ,      2.77,            ,
    5767,      2.53,            ,      2.53,            ,
    5768,      2.31,            ,      2.31,            ,
    5769,      2.11,            ,      2.11,            ,
    5770,      1.93,            ,      1.93,            ,
    5771,      1.76,            ,      1.76,            ,
    5772,      1.61,            ,      1.61,            ,
    5773,      1.47,            ,      1.47,            ,
    5774,      1.34,            ,      1.34,            ,
    5775,      1.23,            ,      1.23,            ,
    5776,      1.12,            ,      1.12,            ,
    5777,      1.02,            ,      1.02,            ,
    5778,      0.93,            ,      0.94,            ,
    5779,      0.85,            ,      0.85,            ,
    5780,      0.78,            ,      0.78,            ,
    5781,      0.71,            ,      0.71,            ,
    5782,      0.65,            ,      0.65,            ,
    5783,      0.60,            ,      0.60,            ,
    5784,      0.54,            ,      0.54,            ,
    5785,      0.50,            ,      0.50,            ,
    5786,      0.45,            ,      0.45,            ,
    5787,      0.41,            ,      0.41,            ,
    5788,      0.38,            ,      0.38,            ,
    5789,      0.34,            ,      0.35,            ,
    5790,      0.31,            ,      0.32,            ,
    5791,      0.29,            ,      0.29,            ,
    5792,      0.27,            ,      0.27,            ,
    5793,      0.27,            ,      0.27,            ,
    5794,      0.27,            ,      0.27,            ,
    5795,      0.27,            ,      0.27,            ,
    5796,      0.27,            ,      0.27,            ,
    5797,      0.27,            ,      0.27,            ,
    5798,      0.27,            ,      0.27,            ,
    5799,      0.27,            ,      0.27,            ,
    5800,      0.27,            ,      0.27,            ,
    5801,      0.27,            ,      0.27,            ,
    5802,      0.27,            ,      0.27,            ,
    5803,      0.27,            ,      0.27,            ,
    5804,      0.27,            ,      0.27,            ,
    5805,      0.27,            ,      0.27,            ,
    5806,      0.27,            ,      0.27,            ,
    5807,      0.27,            ,      0.27,            ,
    5808,      0.27,            ,      0.27,            ,
    5809,      0.27,            ,      0.27,            ,
    5810,      0.27,            ,      0.27,            ,
    5811,      0.27,            ,      0.27,            ,
    5812,      0.27,            ,      0.27,            ,
    5813,      0.27,            ,      0.27,            ,
    5814,      0.27,            ,      0.27,            ,
    5815,      0.27,            ,      0.27,            ,
    5816,      0.27,            ,      0.27,            ,
    5817,      0.27,            ,      0.27,            ,
    5818,      0.27,            ,      0.27,            ,
    5819,      0.27,            ,      0.27,            ,
    5820,      0.27,            ,      0.27,            ,
    5821,      0.27,            ,      0.27,            ,
    5822,      0.27,            ,      0.27,            ,
    5823,      0.27,            ,      0.27,            ,
    5824,      0.27,            ,      0.27,            ,
    5825,      0.27,            ,      0.27,            ,
    5826,      0.27,            ,      0.27,            ,
    5827,      0.27,            ,      0.27,            ,
    5828,      0.27,            ,      0.27,            ,
    5829,      0.27,            ,      0.27,            ,
    5830,      0.27,            ,      0.27,            ,
    5831,      0.27,            ,      0.27,            ,
    5832,      0.27,            ,      0.27,            ,
    5833,      0.27,            ,      0.27,            ,
    5834,      0.27,            ,      0.27,            ,
    5835,      0.27,            ,      0.27,            ,
    5836,      0.27,            ,      0.27,            ,
    5837,      0.27,            ,      0.27,            ,
    5838,      0.27,            ,      0.27,            ,
    5839,      0.27,            ,      0.27,            ,
    5840,      0.27,            ,      0.27,            ,
    5841,      0.27,            ,      0.27,            ,
    5842,      0.27,            ,      0.27,            ,
    5843,      0.27,            ,      0.27,            ,
    5844,      0.27,            ,      0.27,            ,
    5845,      0.27,            ,      0.27,            ,
    5846,      0.27,            ,      0.27,            ,
    5847,      0.27,            ,      0.27,            ,
    5848,      0.27,            ,      0.27,            ,
    5849,      0.27,            ,      0.27,            ,
    5850,      0.27,            ,      0.27,            ,
    5851,      0.27,            ,      0.27,            ,
    5852,      0.27,            ,      0.27,            ,
    5853,      0.27,            ,      0.27,            ,
    5854,      0.27,            ,      0.27,            ,
    5855,      0.27,            ,      0.27,            ,
    5856,      0.27,            ,      0.27,            ,
    5857,      0.27,            ,      0.27,            ,
    5858,      0.27,            ,      0.27,            ,
    5859,      0.27,            ,      0.27,            ,
    5860,      0.27,            ,      0.27,            ,
    5861,      0.27,            ,      0.27,            ,
    5862,      0.27,            ,      0.27,            ,
    5863,      0.27,            ,      0.27,            ,
    5864,      0.27,            ,      0.27,            ,
    5865,      0.27,            ,      0.27,            ,
    5866,      0.27,            ,      0.27,            ,
    5867,      0.27,            ,      0.27,            ,
    5868,      0.27,            ,      0.27,            ,
    5869,      0.27,            ,      0.27,            ,
    5870,      0.27,            ,      0.27,            ,
    5871,      0.27,            ,      0.27,            ,
    5872,      0.27,            ,      0.27,            ,
    5873,      0.27,            ,      0.27,            ,
    5874,      0.27,            ,      0.27,            ,
    5875,      0.27,            ,      0.27,            ,
    5876,      0.27,            ,      0.27,            ,
    5877,      0.27,            ,      0.27,            ,
    5878,      0.27,            ,      0.27,            ,
    5879,      0.27,            ,      0.27,            ,
    5880,      0.27,            ,      0.27,            ,
    5881,      0.27,            ,      0.27,            ,
    5882,      0.27,            ,      0.27,            ,
    5883,      0.27,            ,      0.27,            ,
    5884,      0.27,            ,      0.27,            ,
    5885,      0.27,            ,      0.27,            ,
    5886,      0.27,            ,      0.27,            ,
    5887,      0.27,            ,      0.27,            ,
    5888,      0.27,            ,      0.27,            ,
    5889,      0.27,            ,      0.27,            ,
    5890,      0.27,            ,      0.27,            ,
    5891,      0.27,            ,      0.27,            ,
    5892,      0.27,            ,      0.27,            ,
    5893,      0.27,            ,      0.27,            ,
    5894,      0.27,            ,      0.27,            ,
    5895,      0.27,            ,      0.27,            ,
    5896,      0.27,            ,      0.27,            ,
    5897,      0.27,            ,      0.27,            ,
    5898,      0.27,            ,      0.27,            ,
    5899,      0.27,            ,      0.27,            ,
    5900,      0.27,            ,      0.27,            ,
    5901,      0.27,            ,      0.27,            ,
    5902,      0.27,            ,      0.27,            ,
    5903,      0.27,            ,      0.27,            ,
    5904,      0.27,            ,      0.27,            ,
    5905,      0.27,            ,      0.27,            ,
    5906,      0.27,            ,      0.27,            ,
    5907,      0.27,            ,      0.27,            ,
    5908,      0.27,            ,      0.27,            ,
    5909,      0.27,            ,      0.27,            ,
    5910,      0.27,            ,      0.27,            ,
    5911,      0.27,            ,      0.27,            ,
    5912,      0.27,            ,      0.27,            ,
    5913,      0.27,            ,      0.27,            ,
    5914,      0.27,            ,      0.27,            ,
    5915,      0.27,            ,      0.27,            ,
    5916,      0.27,            ,      0.27,            ,
    5917,      0.27,            ,      0.27,            ,
    5918,      0.27,            ,      0.27,            ,
    5919,      0.27,            ,      0.27,            ,
    5920,      0.27,            ,      0.27,            ,
    5921,      0.27,            ,      0.27,            ,
    5922,      0.27,            ,      0.27,            ,
    5923,      0.27,            ,      0.27,            ,
    5924,      0.27,            ,      0.27,            ,
    5925,      0.27,            ,      0.27,            ,
    5926,      0.27,            ,      0.27,            ,
    5927,      0.27,            ,      0.27,            ,
    5928,      0.27,            ,      0.27,            ,
    5929,      0.27,            ,      0.27,            ,
    5930,      0.27,            ,      0.27,            ,
    5931,      0.27,            ,      0.27,            ,
    5932,      0.27,            ,      0.27,            ,
    5933,      0.27,            ,      0.27,            ,
    5934,      0.27,            ,      0.27,            ,
    5935,      0.27,            ,      0.27,            ,
    5936,      0.27,            ,      0.27,            ,
    5937,      0.27,            ,      0.27,            ,
    5938,      0.27,            ,      0.27,            ,
    5939,      0.27,            ,      0.27,            ,
    5940,      0.27,            ,      0.27,            ,
    5941,      0.27,            ,      0.27,            ,
    5942,      0.27,            ,      0.27,            ,
    5943,      0.27,            ,      0.27,            ,
    5944,      0.27,            ,      0.27,            ,
    5945,      0.27,            ,      0.27,            ,
    5946,      0.27,            ,      0.27,            ,
    5947,      0.27,            ,      0.27,            ,
    5948,      0.27,            ,      0.27,            ,
    5949,      0.27,            ,      0.27,            ,
    5950,      0.27,            ,      0.27,            ,
    5951,      0.27,            ,      0.27,            ,
    5952,      0.27,            ,      0.27,            ,
    5953,      0.27,            ,      0.27,            ,
    5954,      0.27,            ,      0.27,            ,
    5955,      0.27,            ,      0.27,            ,
    5956,      0.27,            ,      0.27,            ,
    5957,      0.27,            ,      0.27,            ,
    5958,      0.27,            ,      0.27,            ,
    5959,      0.27,            ,      0.27,            ,
    5960,      0.27,            ,      0.27,            ,
    5961,      0.27,            ,      0.27,            ,
    5962,      0.27,            ,      0.27,            ,
    5963,      0.27,            ,      0.27,            ,
    5964,      0.27,            ,      0.27,            ,
    5965,      0.27,            ,      0.27,            ,
    5966,      0.27,            ,      0.27,            ,
    5967,      0.27,            ,      0.27,            ,
    5968,      0.27,            ,      0.27,            ,
    5969,      0.27,            ,      0.27,            ,
    5970,      0.27,            ,      0.27,            ,
    5971,      0.27,            ,      0.27,            ,
    5972,      0.30,            ,      0.30,            ,
    5973,      0.31,            ,      0.31,            ,
    5974,      0.31,            ,      0.31,            ,
    5975,      0.31,            ,      0.31,            ,
    5976,      0.33,            ,      0.33,            ,
    5977,      0.33,            ,      0.33,            ,
    5978,      0.33,            ,      0.33,            ,
    5979,      0.33,            ,      0.33,            ,
    5980,      0.33,            ,      0.33,            ,
    5981,      0.33,            ,      0.33,            ,
    5982,      0.33,            ,      0.33,            ,
    5983,      0.33,            ,      0.33,            ,
    5984,      0.33,            ,      0.33,            ,
    5985,      0.33,            ,      0.33,            ,
    5986,      0.34,            ,      0.34,            ,
    5987,      0.38,            ,      0.38,            ,
    5988,      0.40,            ,      0.40,            ,
    5989,      0.42,            ,      0.42,            ,
    5990,      0.44,            ,      0.44,            ,
    5991,      0.54,            ,      0.54,            ,
    5992,      0.59,            ,      0.59,            ,
    5993,      0.63,            ,      0.63,            ,
    5994,      0.68,            ,      0.68,            ,
    5995,      0.70,            ,      0.70,            ,
    5996,      0.72,            ,      0.72,            ,
    5997,      0.81,            ,      0.81,            ,
    5998,      0.89,            ,      0.89,            ,
    5999,      0.97,            ,      0.97,            ,
    6000,      1.06,            ,      1.06,            ,
    6001,      1.17,            ,      1.17,            ,
    6002,      1.29,            ,      1.29,            ,
    6003,      1.41,            ,      1.41,            ,
    6004,      1.58,            ,      1.58,            ,
    6005,      1.72,            ,      1.72,            ,
    6006,      1.88,            ,      1.88,            ,
    6007,      2.04,            ,      2.04,            ,
    6008,      2.22,            ,      2.23,            ,
    6009,      2.44,            ,      2.45,            ,
    6010,      2.64,            ,      2.65,            ,
    6011,      2.79,            ,      2.81,            ,
    6012,      2.89,            ,      2.90,            ,
    6013,      2.98,            ,      2.99,            ,
    6014,      3.17,            ,      3.18,            ,
    6015,      3.41,            ,      3.43,            ,
    6016,      3.49,            ,      3.49,            ,
    6017,      3.53,            ,      3.52,            ,
    6018,      3.56,            ,      3.56,            ,
    6019,      3.61,            ,      3.60,            ,
    6020,      3.65,            ,      3.65,            ,
    6021,      3.69,            ,      3.68,            ,
    6022,      3.73,            ,      3.73,            ,
    6023,      3.80,            ,      3.80,            ,
    6024,      3.85,            ,      3.85,            ,
    6025,      3.88,            ,      3.88,            ,
    6026,      3.91,            ,      3.91,            ,
    6027,      3.94,            ,      3.94,            ,
    6028,      3.96,            ,      3.96,            ,
    6029,      3.98,            ,      3.98,            ,
    6030,      4.00,            ,      4.00,            ,
    6031,      4.05,            ,      4.04,            ,
    6032,      4.09,            ,      4.09,            ,
    6033,      4.11,            ,      4.11,            ,
    6034,      4.13,            ,      4.13,            ,
    6035,      4.15,            ,      4.15,            ,
    6036,      4.18,            ,      4.18,            ,
    6037,      4.20,            ,      4.20,            ,
    6038,      4.22,            ,      4.22,            ,
    6039,      4.23,            ,      4.23,            ,
    6040,      4.24,            ,      4.24,            ,
    6041,      4.25,            ,      4.25,            ,
    6042,      4.25,            ,      4.25,            ,
    6043,      4.27,            ,      4.27,            ,
    6044,      4.28,            ,      4.28,            ,
    6045,      4.30,            ,      4.30,            ,
    6046,      4.30,            ,      4.30,            ,
    6047,      4.30,            ,      4.31,            ,
    6048,      4.31,            ,      4.31,            ,
    6049,      4.32,            ,      4.32,            ,
    6050,      4.33,            ,      4.33,            ,
    6051,      4.33,            ,      4.34,            ,
    6052,      4.34,            ,      4.34,            ,
    6053,      4.34,            ,      4.35,            ,
    6054,      4.34,            ,      4.35,            ,
    6055,      4.35,            ,      4.35,            ,
    6056,      4.35,      5.20,      4.36,      5.36,
    6057,      4.36,            ,      4.37,            ,
    6058,      4.36,            ,      4.37,            ,
    6059,      4.36,            ,      4.37,            ,
    6060,      4.37,            ,      4.37,            ,
    6061,      4.37,            ,      4.38,            ,
    6062,      4.37,            ,      4.38,            ,
    6063,      4.38,            ,      4.39,            ,
    6064,      4.38,            ,      4.39,            ,
    6065,      4.38,            ,      4.39,            ,
    6066,      4.39,            ,      4.39,            ,
    6067,      4.39,            ,      4.40,            ,
    6068,      4.40,            ,      4.41,            ,
    6069,      4.40,            ,      4.41,            ,
    6070,      4.40,            ,      4.41,            ,
    6071,      4.41,            ,      4.41,            ,
    6072,      4.41,            ,      4.41,            ,
    6073,      4.40,            ,      4.41,            ,
    6074,      4.41,            ,      4.41,            ,
    6075,      4.41,            ,      4.42,            ,
    6076,      4.42,            ,      4.43,            ,
    6077,      4.42,            ,      4.43,            ,
    6078,      4.43,            ,      4.43,            ,
    6079,      4.43,            ,      4.44,            ,
    6080,      4.44,            ,      4.44,            ,
    6081,      4.44,      3.75,      4.45,      4.62,
    6082,      4.45,            ,      4.45,            ,
    6083,      4.45,            ,      4.45,            ,
    6084,      4.45,            ,      4.45,            ,
    6085,      4.45,            ,      4.46,            ,
    6086,      4.45,            ,      4.46,            ,
    6087,      4.45,            ,      4.46,            ,
    6088,      4.45,            ,      4.46,            ,
    6089,      4.46,            ,      4.46,            ,
